,text,neutral,positive,negative,narrator,y,text_french
384,"μας είπε τη βουλή, ως την κάτεχε, του Μακρορίχτη ο μάντης.",0.5,0.125,0.375,0.0,"[0.5, 0.125, 0.375, 0.0]","Il nous a dit le conseil, jusqu'à ce que le Maître de l'Oracle nous l'ait dit."
385,"Εγώ του Φοίβου να προσπέσουμε παρακινώ τους πρώτος,",0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]","Moi, de Phoebe, je les pousse en premier."
386,"μα σύγκλυσε τον Αγαμέμνονα θυμός, κι ολόρθος τότε",0.25,0.125,0.625,0.0,"[0.25, 0.125, 0.625, 0.0]","Mais la colère d'Agamemnon s'empara de lui,"
387,"πετιέται και φοβέρα μου 'ριξε, που κιόλας έχει γένει᾿",0.25,0.125,0.625,0.0,"[0.25, 0.125, 0.625, 0.0]",Il s'envole et il m'a tiré dessus.
388,τι εκείνη οι Αργίτες οι αστρομάτηδες με γρήγορο καράβι,0.375,0.25,0.375,0.0,"[0.375, 0.25, 0.375, 0.0]","Qu'est-ce que ces Argytes, les astromatètes, avec un bateau rapide?"
389,"την παν στη Χρύσα, και δοσίματα για το θεό φόρτωσαν",0.25,0.375,0.375,0.0,"[0.25, 0.375, 0.375, 0.0]","Là-bas, à Chrysa, et des dons pour Dieu ont été chargés."
390,"όμως την άλλη, αυτήν που μου 'δωκαν οι Αργίτες, μου την πήραν,",0.125,0.125,0.75,0.0,"[0.125, 0.125, 0.75, 0.0]","Mais l'autre, celle que les Argytes m'ont donnée, ils me l'ont enlevée."
391,"τη Βρισοπούλα, απ᾿ το καλύβι μου λίγη ώρα πριν οι κράχτες.",0.125,0.125,0.75,0.0,"[0.125, 0.125, 0.75, 0.0]","Brisinna, de ma cabane, juste avant les rôdeurs."
392,"Τώρα αν εσύ μπορείς, διαφέντεψε τον αντρειωμένο γιο σου᾿",0.125,0.5,0.375,0.0,"[0.125, 0.5, 0.375, 0.0]","Maintenant, si vous pouvez, interférez avec votre fils marié."
393,"σύρε στον Όλυμπο και πρόσπεσε στο Δία, καμιάν ως τώρα",0.25,0.375,0.375,0.0,"[0.25, 0.375, 0.375, 0.0]","Ramenez-le à l'Olympe et faites-le entrer dans Jupiter, jusqu'à présent."
394,φορά του Δία τα σπλάχνα αν εύφρανες με λόγο για με πράξη',0.375,0.375,0.25,0.0,"[0.375, 0.375, 0.25, 0.0]",Jupiter a des entrailles si tu te réjouissais avec une raison d'agir.
395,τι σ᾿ άκουσα συχνά στου κύρη μου το σπίτι να παινιέσαι,0.25,0.375,0.25,0.125,"[0.25, 0.375, 0.25, 0.125]",Qu'est-ce que je t'ai souvent entendu dire chez mon seigneur?
396,"και να μας λες, το μαυροσύγνεφο του Κρόνου υγιό μονάχη",0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]","Et dites-nous, le nuage noir de Saturne est en bonne santé toute seule."
397,"μες στους αθάνατους πως γλίτωσες από περίσσια πάθη,",0.125,0.625,0.25,0.0,"[0.125, 0.625, 0.25, 0.0]",Les immortels t'ont épargné des passions.
398,"τότε που θέλαν οι άλλοι του Ολύμπου θεοί να τόνε δέσουν,",0.125,0.375,0.5,0.0,"[0.125, 0.375, 0.5, 0.0]","Quand les autres dieux de l'Olympe voulaient s'attacher,"
399,"ο Ποσειδώνας, η Ήρα κι η Αθηνά μαζί τους η Παλλάδα.",0.25,0.375,0.25,0.125,"[0.25, 0.375, 0.25, 0.125]","Poséidon, Héra et Athéna avec eux."
400,"Μα ήρθες εσύ και τον λευτέρωσες, θεά, από τα δεσμά του,",0.0,0.875,0.125,0.0,"[0.0, 0.875, 0.125, 0.0]","Mais tu es venue et tu l'as libéré, déesse, de ses liens,"
401,τον Εκατόχερο φωνάζοντας στ᾿ ακρόκορφα του Ολύμπου᾿,0.0,0.625,0.25,0.125,"[0.0, 0.625, 0.25, 0.125]",Cent en criant sur les acrobates d'Olympe
402,οι θεοί τον κράζουν Πολυδύναμο κι οι άνθρωποι από την άλλη,0.125,0.625,0.25,0.0,"[0.125, 0.625, 0.25, 0.0]",Les dieux l'appellent Polyvalent et les gens de l'autre côté.
403,"Αιγαίωνα, τι περνάει στη δύναμη και το γονιό του ακόμα.",0.125,0.5,0.25,0.125,"[0.125, 0.5, 0.25, 0.125]","Egée, qu'est-ce qu'il passe à la force et à son parent?"
404,"Κάθισε τότε καμαρώνοντας τη δύναμη του, δίπλα",0.125,0.75,0.125,0.0,"[0.125, 0.75, 0.125, 0.0]","Assieds-toi alors, fière de son pouvoir, à côté."
405,"στο Δία, κι οι τρισμακάριοι εζάρωσαν θεοί και δεν τον δέσαν.",0.125,0.5,0.375,0.0,"[0.125, 0.5, 0.375, 0.0]","À Jupiter, les tribaux ont fait tomber des dieux et ne l'ont pas attaché."
406,"Ολα εσύ τώρα αυτά καθίζοντας σιμά του θύμισε του,",0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]","Tout ça maintenant, en s'asseyant à sa place, rappelle-lui,"
407,"τα γόνατα του πιάσε, αν θα 'θελε στους Τρώες να δώσει χέρι,",0.125,0.375,0.5,0.0,"[0.125, 0.375, 0.5, 0.0]","Attrape ses genoux, s'il veut donner un coup de main aux Troyens."
408,και τους Αργίτες πλάι στη θάλασσα κι ομπρός στα πλοία να κλείσει,0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Et les Argytes, près de la mer, et sur les bateaux, fermez-les."
409,"ματοκυλώντας τους, το ρήγα τους για να τον χαίρουνται όλοι᾿",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","En les coulant, leur roi, pour que tout le monde puisse s'amuser."
410,"κι ο πρωταφέντης Αγαμέμνονας, ο γιος του Ατρέα, να νιώσει",0.375,0.25,0.375,0.0,"[0.375, 0.25, 0.375, 0.0]","Et que le premier maître Agamemnon, fils d'Atrea, ressente"
411,"την τύφλα του, που καταφρόνεσε τον πρώτο απ᾿ τους Αργίτες.»",0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]","Sa gueule d'ivrogne, qui a méprisé le premier des Argytes."
412,Κι η Θέτη ευτύς του απηλογήθηκε στα δάκρυα βουτημένη:,0.0,0.0,1.0,0.0,"[0.0, 0.0, 1.0, 0.0]",Et Thethes s'excusa en pleurant:
413,"« Ωχού, παιδί μου, τι σε ανάσταινα, τον πικρογεννημένο!",0.0,0.0,1.0,0.0,"[0.0, 0.0, 1.0, 0.0]","Qu'est-ce que je t'ai fait ressusciter, l'Americain?"
414,"Ας ήταν άβλαβος κι αδάκρυτος στ᾿ άρμενα πλάι να μένεις,",0.0,0.125,0.875,0.0,"[0.0, 0.125, 0.875, 0.0]","S'il était inoffensif et inoffensif,"
415,έτσι που η Μοίρα λίγο σου 'γραψε κι όχι πολύ να ζήσεις.,0.0,0.0,1.0,0.0,"[0.0, 0.0, 1.0, 0.0]","Le destin t'a écrit un peu, et pas trop longtemps pour vivre."
416,Μ᾿ αντάμα τώρα και λιγόχρονος κι ο πιο δυστυχισμένος,0.0,0.0,1.0,0.0,"[0.0, 0.0, 1.0, 0.0]","Aujourd'hui, il y a peu de temps et le plus malheureux."
417,απ᾿ όλους είσαι. Μαύρη κι άραχλη που σε γεννούσα η μοίρα!,0.0,0.0,1.0,0.0,"[0.0, 0.0, 1.0, 0.0]",Tu es tout le monde. Noir et araignée que je t'ai mise au monde!
418,Τούτα στο Δία τον κεραυνόχαρο να πω θ᾿ ανέβω ατή μου,0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]","Ça, c'est Jupiter le sucre de foudre."
419,"στο χιονοσκέπαστο τον Όλυμπο, μπορεί και να μ᾿ ακούσει.",0.25,0.25,0.5,0.0,"[0.25, 0.25, 0.5, 0.0]",Il m'écoutera peut-être sur le toit de l'Olympe.
420,Μα τώρα εσύ στα γοργοτάξιδα καθούμενος καράβια,0.25,0.25,0.5,0.0,"[0.25, 0.25, 0.5, 0.0]","Mais maintenant, toi, dans les sirènes, assis sur des bateaux."
421,"με τους Αργίτες βάστα μάνητα, μην πολεμάς καθόλου᾿",0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]","Avec les Argytes, ne vous battez pas."
422,"τι ο Δίας επήγε χτες στους άψεγους Αιθίοπες καλεσμένος,",0.25,0.25,0.5,0.0,"[0.25, 0.25, 0.5, 0.0]","Qu'est-ce que Zeus est allé voir hier aux invités d'Éthiopiens impurs,"
423,"στον Ωκεανό μακριά, κι οι αθάνατοι τον ακλουθηξαν όλοι.",0.375,0.25,0.375,0.0,"[0.375, 0.25, 0.375, 0.0]","Dans l'océan loin, et tous les immortels l'ont suivi."
424,"Ομως ξανά σε μέρες δώδεκα στον Όλυμπο θα γύρει,",0.375,0.125,0.5,0.0,"[0.375, 0.125, 0.5, 0.0]","Mais dans 12 jours, il reviendra sur l'Olympe."
425,και τότε εγώ στο χαλκοκάτωφλο παλάτι του θ᾿ ανέβω,0.25,0.25,0.5,0.0,"[0.25, 0.25, 0.5, 0.0]","Et moi, dans son palais en cuivre, je monterai."
426,"και θα προσπέσω ομπρός στα πόδια του, και λέω πώς θα μ᾿ ακούσει.»",0.125,0.375,0.5,0.0,"[0.125, 0.375, 0.5, 0.0]","Et je vais m'approcher de lui, et je dis qu'il va m'écouter."
427,"Σα μίλησε έτσι, ασκώθη κι έφυγε, κει πέρα αφήνοντας τον",0.25,0.125,0.625,0.0,"[0.25, 0.125, 0.625, 0.0]","Il t'a parlé comme ça, il s'est entraîné et est parti par là."
428,"όλο θυμό, που την ωριόζωστη γυναίκα του 'χαν πάρει",0.0,0.125,0.875,0.0,"[0.0, 0.125, 0.875, 0.0]",Toute la colère qu'ils avaient de sa femme mûre.
429,"μεβιάς, αθέλητα του. Ζύγωνε στη Χρύσα το καράβι᾿",0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]","{\pos (192,220) }Son inconscient. Pétrissez le bateau à Krysa."
430,"ωστόσο του Οδυσσέα, τ᾿ αγιάτικα σφαχτά που κουβαλούσε.",0.375,0.375,0.25,0.0,"[0.375, 0.375, 0.25, 0.0]","Mais d'Ulysse, les massacres sacrés qu'il transportait."
431,"Κι όταν εκείνοι στο πολύβαθο λιμάνι μέσα εμπήκαν,",0.375,0.25,0.375,0.0,"[0.375, 0.25, 0.375, 0.0]","Et quand ils sont arrivés dans le grand port,"
432,"μάζεψαν τα πανιά, τ᾿ απόθεσαν στο μελανό καράβι,",0.25,0.25,0.5,0.0,"[0.25, 0.25, 0.5, 0.0]","Ils ont ramassé les voiles, l'ont déposé sur le navire noir,"
433,λύσαν τα ξάρτια και στο δίκρανο πλάγιασαν το κατάρτι,0.5,0.25,0.25,0.0,"[0.5, 0.25, 0.25, 0.0]",Ils ont déchiffré les poignets et ont mis le mât sur le mât.
434,"με δίχως ξάργητα, και λάμνοντας το άραξοβόλι πιάνουν.",0.5,0.25,0.25,0.0,"[0.5, 0.25, 0.25, 0.0]","Sans blague, et l'arbalète scintillante, ça marche."
435,"Όξω πετούν τις αγκυρόπετρες και την πρυμάτσα δένουν,",0.375,0.25,0.375,0.0,"[0.375, 0.25, 0.375, 0.0]","Ils jettent les pierres d'ancre et l'attachent,"
436,"όξω κι εκείνοι στο γυρόγιαλο της θάλασσας εβγήκαν,",0.25,0.375,0.375,0.0,"[0.25, 0.375, 0.375, 0.0]","Et ceux qui étaient sur le bord de la mer sont sortis,"
437,"όξω και τα σφαχτά του Απόλλωνα του μακρορίχτη έβγαλαν,",0.25,0.375,0.375,0.0,"[0.25, 0.375, 0.375, 0.0]","Et les massacres d'Apollon le long de la ligne,"
438,όξω απ᾿ το πλοίο το πελαγόδρομο κι η Χρυσοπούλα εβγήκε.,0.25,0.375,0.375,0.0,"[0.25, 0.375, 0.375, 0.0]","À l'extérieur du bateau, le chemin de fer et l'orpe sont sortis."
439,Τότε ο Οδυσσέας ό πολυκάτεχος μπρος στο βωμό τη φέρνει,0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]","Alors Ulysse, le multiparental devant l'autel, l'amène à l'autel."
440,και την παράδωσε στου κύρη της τα χέρια λέγοντας του:,0.125,0.75,0.125,0.0,"[0.125, 0.75, 0.125, 0.0]",Et elle la livra à son seigneur en lui disant:
441,"«Χρύση, ο ρηγάρχης Αγαμέμνονας με στέλνει να σου δώσω",0.125,0.75,0.125,0.0,"[0.125, 0.75, 0.125, 0.0]","L'or, le roi Agamemnon m'envoie vous donner"
442,"πίσω την κόρη, και να σφάξουμε περίσσια αρνιά στο Φοίβο,",0.0,1.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0]","Rendez-moi la fille, et abattre des agneaux à Phoebe,"
443,"να ελεηθεί, αν θελήσει η χάρη του, τους Δαναούς, τι αλήθεια",0.0,0.875,0.125,0.0,"[0.0, 0.875, 0.125, 0.0]","qu'il soit miséricordieux, s'il veut sa grâce, les Danois, quelle vérité!"
444,με πίκρες έχει πολυστέναχτες ποτίσει τους Αργίτες.»,0.0,0.625,0.375,0.0,"[0.0, 0.625, 0.375, 0.0]","Avec de l'amertume, il a arrosé les Argytes."
445,"Τούτα μιλώντας του την έδωκε, κι αυτός την κόρη εδέχτη",0.0,0.875,0.125,0.0,"[0.0, 0.875, 0.125, 0.0]","En lui parlant, il la lui a donnée, et il a accepté sa fille."
446,όλο χαρά᾿ κι εκείνοι γρήγορα τ᾿ αγιάτικα σφαχτάρια,0.0,1.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0]","Tout le plaisir est pour eux, et ils se dépêchent des massacres savoureux."
447,"στήσαν αράδα, στον καλόχτιστο βωμό του Φοίβου γύρω.",0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]",Ils ont monté une araignée sur l'autel bien construit de Phoebe.
448,"Κι ως χερονίφτηκαν κι εμοίρασαν τ᾿ αγιοκριθάρια, ο Χρύσης",0.375,0.625,0.0,0.0,"[0.375, 0.625, 0.0, 0.0]","Et comme ils nichaient, ils partageèrent les saints, le Roi."
449,"βροντόφωνα, τα χέρια ασκώνοντας, για χάρη τους ευκήθη:",0.25,0.75,0.0,0.0,"[0.25, 0.75, 0.0, 0.0]","les bras en s'entraînant, pour leur bien:"
450,"« Επάκουσε μου, ασημοδόξαρε, που κυβερνάς τη Χρύσα",0.25,0.75,0.0,0.0,"[0.25, 0.75, 0.0, 0.0]","Écoute-moi, sale fils de pute, qui régne sur la Krysa."
451,"και την τρισάγια Κίλλα, κι άσφαλτα την Τένεδο αφεντεύεις᾿",0.25,0.625,0.125,0.0,"[0.25, 0.625, 0.125, 0.0]","Et la Trisaya Killa, et la Tennedo, tu la domines."
452,κι άλλη φορά πιο πριν συνάκουσες την προσευκή μου εμένα,0.125,0.75,0.125,0.0,"[0.125, 0.75, 0.125, 0.0]","Et une autre fois, avant que tu n'aies entendu ma prière."
453,και μου 'δειξες τιμή παιδεύοντας ανήλεα τους Αργίτες',0.125,0.5,0.375,0.0,"[0.125, 0.5, 0.375, 0.0]",Et tu m'as montré de l'honneur en combattant sans pitié les Argytes.
454,"όμοια και τώρα, αυτή μη μου αρνηθείς που σου ζητώ τη χάρη,",0.0,0.75,0.25,0.0,"[0.0, 0.75, 0.25, 0.0]","Comme maintenant, ne me refuse pas de te demander cette faveur."
455,και τους Αργίτες απ᾿ τον άδικο χαμό πια γλίτωσε τους.»,0.0,1.0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0]",Et les Argytes de l'injustice ont été épargnés.
456,"Είπε, και την ευκή του επάκουσεν ο Απόλλωνας ο Φοίβος·",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","Il dit: Et Apollon, le Phoebe, exauça sa bonté."
457,"κι ως ευκηθήκαν και πασπάλισαν μετά τ᾿ αγιοκριθάρια,",0.375,0.625,0.0,0.0,"[0.375, 0.625, 0.0, 0.0]","Et comme ils se réjouissaient, ils se mirent à écraser après les saints,"
458,"αναλαιμίσαν τ᾿ αρνοκάτσικα, τα σφάξανε, τα γδάραν,",0.25,0.375,0.375,0.0,"[0.25, 0.375, 0.375, 0.0]","Ils ont égorgé les agneaux, les ont massacrés, les ont dépouillés,"
459,"χώρισαν τα μεριά, τα τύλιξαν τρογύρα με τη σκέπη,",0.25,0.375,0.375,0.0,"[0.25, 0.375, 0.375, 0.0]","Séparés les côtes, enveloppés d'une roue avec la couverture,"
460,"διπλώνοντας τη, κι από πάνω τους κομμάτια κρέας πιθώσαν.",0.375,0.375,0.25,0.0,"[0.375, 0.375, 0.25, 0.0]","En la pliant, des morceaux de viande ont été pris au-dessus d'eux."
461,"Σε σκίζες πάνω ο γέρος τα 'καιγε, και με κρασί φλογάτο",0.375,0.5,0.125,0.0,"[0.375, 0.5, 0.125, 0.0]","Tu te déchirais, le vieil homme les brûlait, avec du vin enflammé."
462,"τα περεχούσε, και πεντόσουβλες στο πλάι του οι νιοί κρατούσαν.",0.375,0.5,0.125,0.0,"[0.375, 0.5, 0.125, 0.0]","Il les a enveloppés, et il avait cinq soupapes à ses côtés."
463,"Και σύντας τα μεριά αποκάηκαν και γεύτηκαν τα σπλάχνα,",0.25,0.75,0.0,0.0,"[0.25, 0.75, 0.0, 0.0]","Et les côtes se déchaînèrent, et les entrailles se déchaînèrent,"
464,λιανίσαν τ᾿ άλλα και περνώντας τα στις σούβλες να τα ψήνουν,0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]",Ils ont fait bouillir les autres et les ont mis dans les brochettes pour les faire cuire.
465,"επήραν γνοιαστικά, κι ως ψήθηκαν, τ᾿ αποτραβήξαν όλα.",0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.0, 0.0]","Ça a pris du bon sens, et quand ils ont cuit, ils ont tout enlevé."
466,"Κι απ᾿ τις δουλειές αυτές σα σκόλασαν κι ετοίμασαν τις τάβλες,",0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.0, 0.0]","Et de ces boulots, ils vous ont anéantis, et ils ont préparé les backgammons."
467,"έτρωγαν, κι είχαν ως εταίριαζε καθείς το μερτικό του.",0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","Ils mangeaient, et ils étaient tous associés."
468,"και σύντας του πιοτού θαράπεψαν και του φαγιού τον πόθο,",0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","Et ils guérirent le désir de boire, et le désir de manger,"
469,"παίρνουν κροντήρια τ᾿ αρχοντόπουλα, κρασί τα ξεχειλίζουν,",0.25,0.75,0.0,0.0,"[0.25, 0.75, 0.0, 0.0]","Ils prennent des crampons pour les petits oiseaux, ils débordent de vin,"
470,"και σ᾿ όλους τα ποτήρια εγιόμωσαν, απ᾿ τις σπονδές ν᾿ αρχίσουν.",0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","Et dans tous les verres, les libations ont commencé."
471,Κι ολημερίς με το τραγούδι τους και το χορό το Φοίβο,0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]",Tous les jours avec leur chanson et la danse de Phoebe
472,"γύρευαν να γλυκάνουν, κι όμορφο παιάνα ετραγουδούσαν",0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","Ils cherchaient à s'adoucir, et une belle plaisanterie chantait."
473,"τιμώντας τον οι Αργίτες, κι άκουγε κι αγάλλουνταν εκείνος.",0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","En l'honorant, les Argytes l'écoutaient et se réjouissaient."
474,"και σύντας ο ήλιος πια βασίλεψε και τα σκοτάδια επήραν,",0.375,0.625,0.0,0.0,"[0.375, 0.625, 0.0, 0.0]","Le soleil régna, et les ténèbres s'emparèrent,"
475,μπρος στις πρυμάτσες του πλεούμενου να κοιμηθούν πλάγιασαν.,0.375,0.625,0.0,0.0,"[0.375, 0.625, 0.0, 0.0]",Ils ont dormi sur le bord de la mer.
476,"Κι η Αυγή σα φάνη η πουρνογέννητη και ροδοδαχτυλάτη,",0.25,0.75,0.0,0.0,"[0.25, 0.75, 0.0, 0.0]","Et l'aube est comme une apparence, la chauve-souris et la poule aux roses,"
477,να γύρουν στα φαρδιά ξανοίχτηκαν των Αχαιών λημέρια.,0.25,0.5,0.125,0.125,"[0.25, 0.5, 0.125, 0.125]",Ils ont fait le tour de l'Achaïe.
478,και πρίμο αγέρα ο μακροδόξαρος Απόλλωνας τους στέλνει',0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","Apollon les envoie en premier, le grand Apollon les envoie."
479,"κι εκείνοι, το κατάρτι ορθώνοντας, τ᾿ άσπρα πανιά σήκωσαν,",0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","Et eux, le mât, les voiles blanches, levèrent,"
480,"κι ο αγέρας πίσω τους τα φούσκωνε, και στην καρένα γύρω",0.25,0.75,0.0,0.0,"[0.25, 0.75, 0.0, 0.0]",Et le vent derrière eux les gonflait.
481,"του καραβιού, γοργά που αρμένιζε, το μαύρο κύμα αχούσε'",0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.0, 0.0]",La vague noire s'emparait rapidement de la caravane.
482,"κι αυτό πετούσε απά στα κύματα, τελεύοντας τη στράτα.",0.375,0.5,0.125,0.0,"[0.375, 0.5, 0.125, 0.0]","Et ça volait dans les vagues, achevant l'armée."
483,"και σύντας φτάσαν πια στ᾿ απλόχωρα των Αχαιών λημέρια,",0.25,0.75,0.0,0.0,"[0.25, 0.75, 0.0, 0.0]","Et ils arrivèrent maintenant au pays des Achaïques,"
484,"πα στη στεριά τράβηξαν κι έβγαλαν το μελανό καράβι,",0.375,0.625,0.0,0.0,"[0.375, 0.625, 0.0, 0.0]","Sur la terre ferme, ils ont tiré et sorti le bateau bleu,"
485,"ψηλά στον άμμο, και το στύλωσαν με μακρουλά αντιστύλια,",0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.0, 0.0]","haut dans le sable, et ils l'ont sculpté avec des viscères longs,"
486,κι ατοί τους στις καλύβες σκόρπισαν και στα καράβια γύρα.,0.125,0.875,0.0,0.0,"[0.125, 0.875, 0.0, 0.0]","Et dans les cabanes, ils se sont dispersés sur les bateaux."
487,"Πρόσμενε ωστόσο ο γοργογόνατος, ο αρχοντογεννημένος",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","Cependant, le sirène, le novice, s'attendait à ce qu'il s'y mette."
488,"γιος του Πηλέα στα πελαγόδρομα καράβια του χολιώντας,",0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]","le fils de Péléas sur ses navires luxuriants,"
489,κι ουδέ στη δοξαντρούσα επήγαινε τη σύναξη ποτέ του,0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]",Et il n'emmenait jamais son assemblée à la gloire non plus.
490,"κι ουδέ στον πόλεμο, μόν᾿ έτρωγε τα σωθικά του η πίκρα,",0.125,0.125,0.75,0.0,"[0.125, 0.125, 0.75, 0.0]","Et même pendant la guerre, il n'y avait que l'amertume qui bouffait ses entrailles."
491,"που εδώ καθόταν, κι ας λαχτάριζεν αντάρες και πολέμους.",0.125,0.25,0.625,0.0,"[0.125, 0.25, 0.625, 0.0]","Il était assis ici, même s'il avait envie d'hommes et de guerres."
492,"Μα σα διάβηκαν μέρες δώδεκα, το δρόμο έπαιρναν πίσω",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","Mais tu as passé douze jours, tu as repris la route."
493,"όλοι οι θεοί μαθές οι αθάνατοι, στον Όλυμπο να γύρουν,",0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]",Tous les dieux apprennent l'immortel à l'Olympe.
494,"κι ο Δίας μπροστά. Και τότε η Θέτιδα, το θέλημα του γιου της",0.25,0.375,0.25,0.125,"[0.25, 0.375, 0.25, 0.125]","Et Zeus à l'avant. Et puis Thetida, la volonté de son fils."
495,"θυμάμενη, γοργά απ᾿ της θάλασσας ξεπρόβαλε το κύμα",0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]","Souvenez-vous, vite de la mer, la vague a surgi."
496,"κι ανέβη σύναυγα στον Όλυμπο, στον ουρανό το μέγα᾿",0.5,0.375,0.125,0.0,"[0.5, 0.375, 0.125, 0.0]","Et il monta sur l'Olympe, dans le grand ciel."
497,κι ήβρε στου Ολύμπου του πολύκορφου την πιο αψηλή τη ράχη,0.375,0.375,0.25,0.0,"[0.375, 0.375, 0.25, 0.0]",Et il a trouvé à l'Olympe le plus haut de la colline.
498,το γιο του Κρόνου το βροντόλαλο να κάθεται μονάχος.,0.5,0.375,0.125,0.0,"[0.5, 0.375, 0.125, 0.0]","Le fils de Saturne, le vampire, assis seul."
499,Μπροστά του τότε πήγε κάθισε και του 'πιασε τα γόνα,0.375,0.375,0.25,0.0,"[0.375, 0.375, 0.25, 0.0]","Devant lui, il s'est assis et a attrapé ses genoux."
500,"με το ζερβί, με το άλλο ακράγγιξε τα γένια του από κάτω,",0.25,0.5,0.25,0.0,"[0.25, 0.5, 0.25, 0.0]","Avec le zurbie, avec l'autre, il a touché sa barbe en dessous,"
501,"κι είπε στο Δία παρακαλώντας τον, το ρήγα υγιό του Κρόνου;",0.125,0.5,0.375,0.0,"[0.125, 0.5, 0.375, 0.0]","Et il a dit à Jupiter en le suppliant, le roi en bonne santé de Saturne?"
502,"«Πατέρα Δία, ποτέ μου αν σ᾿ εύφρανα στους αθανάτους μέσα",0.125,0.625,0.25,0.0,"[0.125, 0.625, 0.25, 0.0]","Père Zeus, jamais je ne t'aurais glorifié aux morts-vivants."
503,"με λόγο για με πράξη, επάκουσε την πεθυμιά μου ετούτη:",0.0,0.75,0.25,0.0,"[0.0, 0.75, 0.25, 0.0]","Avec une raison d'agir, il a écouté ma soif:"
504,"Το γιο μου τίμησε, που η μοίρα του να ζήσει γράφει απ᾿ όλους",0.0,0.625,0.375,0.0,"[0.0, 0.625, 0.375, 0.0]",Mon fils a été honoré que son destin de vivre soit écrit par tout le monde.
505,"πιο λίγο, κι όμως ο Αγαμέμνονας ο πρωταφέντης τώρα",0.25,0.25,0.5,0.0,"[0.25, 0.25, 0.5, 0.0]","Encore un peu, et pourtant Agamemnon, le premier maître maintenant."
506,"τον καταφρόνεσε, τι του άρπαξε το αρχοντομοίρι ατός του.",0.0,0.25,0.75,0.0,"[0.0, 0.25, 0.75, 0.0]",Il a méprisé ce que son maître lui avait pris.
507,"Όμως, Ολύμπιε Δία βαθύγνωμε, τίμησε εσύ το γιο μου",0.0,0.75,0.25,0.0,"[0.0, 0.75, 0.25, 0.0]","Mais, Olympius Jupiter, honore mon fils."
508,"στους Τρώες τη νίκη τώρα δίνοντας, ως πού να πουν κι οι Αργίτες",0.0,0.375,0.625,0.0,"[0.0, 0.375, 0.625, 0.0]","Aux Troyens, la victoire est maintenant donnée, jusqu'où les Argytes peuvent-ils dire?"
509,"να τον τιμήσουν, και τιμώντας τον ξεπλερωμή να δώσουν.»",0.0,0.375,0.625,0.0,"[0.0, 0.375, 0.625, 0.0]",L'honorer et le blanchir.
510,"Αυτά είπε, όμως ο Δίας δε μίλησεν ο νεφελοστοιβάχτης,",0.0,0.0,0.0,1.0,"[0.0, 0.0, 0.0, 1.0]","C'est ce qu'il a dit, mais Jupiter n'a pas parlé."
511,"μόνο βουβός πολληώρα εκάθουνταν κι η Θέτη, ως τα κρατούσε",0.25,0.25,0.5,0.0,"[0.25, 0.25, 0.5, 0.0]","Il n'y avait que des muets qui s'asseyaient, et Thethe, jusqu'à ce qu'elle les garde."
512,"αποξαρχής, τα γόνα του 'σφιγγε και μίλησε του πάλι:",0.125,0.375,0.5,0.0,"[0.125, 0.375, 0.5, 0.0]","Dès le début, les genoux d'Assynchron lui reparlent:"
